sample_name	library_ID	title	HOST	DNA_extraction_kit	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file	geo_loc_name_country	lat_lon	mouseID	age (days)	genotype	Cage	Breeder	collection_date	event_description
CALTEC-001-160	CALTEC-001-160	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268488	B1_C1_WT	68	WT	1	1	4/23/24	collection
CALTEC-001-161	CALTEC-001-161	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268489	B1_C2_WT	68	WT	2	1	4/23/24	collection
CALTEC-001-162	CALTEC-001-162	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268490	B1_C2_ASO	68	ASO	2	1	4/23/24	collection
CALTEC-001-163	CALTEC-001-163	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268491	B1_C1_WT	68	WT	1	1	4/23/24	collection
CALTEC-001-164	CALTEC-001-164	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268492	B2_C1_WT	68	WT	1	2	4/23/24	collection
CALTEC-001-165	CALTEC-001-165	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268493	B2_C1_ASO	68	ASO	1	2	4/23/24	collection
CALTEC-001-166	CALTEC-001-166	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268494	B2_C2_WT	68	WT	2	2	4/23/24	collection
CALTEC-001-167	CALTEC-001-167	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268495	B2_C2_ASO	68	ASO	2	2	4/23/24	collection
CALTEC-001-168	CALTEC-001-168	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268496	B3_C4_ASO	68	ASO	4	3	4/23/24	collection
CALTEC-001-169	CALTEC-001-169	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268497	B3_C3_ASO	68	ASO	3	3	4/23/24	collection
CALTEC-001-170	CALTEC-001-170	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268498	B4_C3_ASO	68	ASO	3	4	4/23/24	collection
CALTEC-001-171	CALTEC-001-171	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268499	B4_C4_ASO	68	ASO	4	4	4/23/24	collection
CALTEC-001-172	CALTEC-001-172	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268500	B4_C4_WT	68	WT	4	4	4/23/24	collection
CALTEC-001-173	CALTEC-001-173	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268501	B1_C1_ASO	70	ASO	1	1	4/25/24	collection
CALTEC-001-174	CALTEC-001-174	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268502	B1_C1_WT	70	WT	1	1	4/25/24	collection
CALTEC-001-175	CALTEC-001-175	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268503	B1_C2_WT	70	WT	2	1	4/25/24	collection
CALTEC-001-176	CALTEC-001-176	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268504	B1_C2_ASO	70	ASO	2	1	4/25/24	collection
CALTEC-001-177	CALTEC-001-177	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268505	B1_C1_WT	70	WT	1	1	4/25/24	collection
CALTEC-001-178	CALTEC-001-178	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268506	B2_C1_WT	70	WT	1	2	4/25/24	collection
CALTEC-001-179	CALTEC-001-179	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268507	B2_C1_ASO	70	ASO	1	2	4/25/24	collection
CALTEC-001-180	CALTEC-001-180	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268508	B2_C2_WT	70	WT	2	2	4/25/24	collection
CALTEC-001-181	CALTEC-001-181	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268509	B2_C2_ASO	70	ASO	2	2	4/25/24	collection
CALTEC-001-182	CALTEC-001-182	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268510	B3_C4_ASO	70	ASO	4	3	4/25/24	collection
CALTEC-001-183	CALTEC-001-183	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268511	B3_C3_ASO	70	ASO	3	3	4/25/24	collection
CALTEC-001-184	CALTEC-001-184	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268512	B4_C3_ASO	70	ASO	3	4	4/25/24	collection
CALTEC-001-185	CALTEC-001-185	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268513	B4_C4_ASO	70	ASO	4	4	4/25/24	collection
CALTEC-001-186	CALTEC-001-186	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268514	B4_C4_WT	70	WT	4	4	4/25/24	collection
CALTEC-001-187	CALTEC-001-187	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268515	B1_C1_ASO	78	ASO	1	1	5/3/24	collection
CALTEC-001-188	CALTEC-001-188	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268516	B1_C1_WT	78	WT	1	1	5/3/24	collection
CALTEC-001-189	CALTEC-001-189	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268517	B1_C2_WT	78	WT	2	1	5/3/24	collection
CALTEC-001-190	CALTEC-001-190	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268518	B1_C2_ASO	78	ASO	2	1	5/3/24	collection
CALTEC-001-191	CALTEC-001-191	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268519	B1_C1_WT	78	WT	1	1	5/3/24	collection
CALTEC-001-192	CALTEC-001-192	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268520	B2_C1_WT	78	WT	1	2	5/3/24	collection
CALTEC-001-193	CALTEC-001-193	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268521	B2_C1_ASO	78	ASO	1	2	5/3/24	collection
CALTEC-001-194	CALTEC-001-194	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268522	B2_C2_WT	78	WT	2	2	5/3/24	collection
CALTEC-001-195	CALTEC-001-195	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268523	B2_C2_ASO	78	ASO	2	2	5/3/24	collection
CALTEC-001-196	CALTEC-001-196	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268524	B3_C4_ASO	78	ASO	4	3	5/3/24	collection
CALTEC-001-197	CALTEC-001-197	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268525	B3_C3_ASO	78	ASO	3	3	5/3/24	collection
CALTEC-001-198	CALTEC-001-198	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268526	B4_C3_ASO	78	ASO	3	4	5/3/24	collection
CALTEC-001-199	CALTEC-001-199	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268527	B4_C4_ASO	78	ASO	4	4	5/3/24	collection
CALTEC-001-200	CALTEC-001-200	Fecal metagenome of lab mouse	Mus Musculus	QIAamp Fast DNA Stool Mini Kit	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	"DNA was isolated from one mouse stool sample pellet using the Qiagen FAST DNA stool mini kint following the manufacturers protocol. Isolated DNA was quantified by Qubit. Pooled libraries were sequenced on Illumina NovaSeq 6000 ensuring 70 million reads, each 150 base pair long."	fastq							USA	34.1374596;-118.1268528	B4_C4_WT	78	WT	4	4	5/3/24	collection